БО;Номер послуги;МВП (підрозділ);ТМЦ;Зарплата бригади;ЄСВ_Зарплата бригади;Відрядження Добові_Бригади;Відрядження Проїзд_Бригади;Відрядження Проживання_Бригади;А-92_А/транспорт;А-95 А/транспорт;ДП А/транспорт;Газ_А/транспорт;Автомастила_А/транспорт;Зарплата водіїв;ЄСВ_зарплата водіїв;Амортизація_А/транспорт;Відрядження Добові_Водії;Відрядження Проживання_Водії;Повірка приладів обліку;Інші;Ремонт підр.спос.;Загальновиробничі витрати;АКТ/Особовий рахунок;№ договора (тільки для приєднання);Нормативні кошторисні трудовитрати бригади, люд-год. ;Нормативні кошторисні трудовитрати водіїв, люд-год. 
CK01;2300000124;CK0120241;0;103,89;22,86;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;98,7;00006486;;1,84;0,29
CK01;2300000124;CK0104006;0;103,89;22,86;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;98,7;00006568;;1,84;0,29
CK01;2300000124;CK0120241;0;103,89;22,86;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;98,7;00006596;;1,84;0,29
CK01;2300000124;CK0120241;0;103,89;22,86;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;98,7;00006616;;1,84;0,29
CK01;2300000124;CK0120241;0;103,89;22,86;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;98,7;00006650;;1,84;0,29
CK01;2300000124;CK0120241;0;103,89;22,86;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;98,7;00006668;;1,84;0,29
CK01;2300000124;CK0120241;0;103,89;22,86;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;98,7;00006691;;1,84;0,29
CK01;2300000124;CK0120241;0;103,89;22,86;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;98,7;00006708;;1,84;0,29
CK01;2300000124;CK0120241;0;103,89;22,86;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;98,7;00006709;;1,84;0,29
CK01;2300000124;CK0120241;0;103,89;22,86;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;98,7;00006756;;1,84;0,29
